_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Year,month,Active Status,Duration
646,Scarborough Health Network - Scarborough General - CP4 - Medicine,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-07-07,2022-07-29,2022,2022-07,Resolved,22.0
647,Sunnybrook Health Sciences Centre - Bayview Campus - C2,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-07-07,2022-07-18,2022,2022-07,Resolved,11.0
648,"The Kensington Gardens - 1E, 2E, 2W & 3E",45 Brunswick Ave,Ltch,Respiratory,COVID-19,Unknown,2022-07-07,2022-08-06,2022,2022-07,Resolved,30.0
649,Kensington Place Retirement Residence,866 Sheppard Avenue,Retirement Home,Respiratory,COVID-19,Unknown,2022-07-06,2022-08-10,2022,2022-07,Resolved,35.0
650,North Park Nursing Home - 1st & 2nd Fl,450 Rustic Rd,Ltch,Respiratory,COVID-19,Unknown,2022-07-06,2022-08-18,2022,2022-07,Resolved,43.0
651,Unity Health Toronto - St. Michael's - RT Department,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-07-06,2022-08-03,2022,2022-07,Resolved,28.0
652,Wesburn Manor - 2N & 2S,400 The West Mall,Ltch,Respiratory,Rhinovirus,Unknown,2022-07-06,2022-07-15,2022,2022-07,Resolved,9.0
653,Altamont Care Community - Wing 3,92 Island Rd,Ltch,Respiratory,COVID-19,Unknown,2022-07-05,2022-07-25,2022,2022-07,Resolved,20.0
654,Carefirst Transitional Care Centre - 3rd Fl,300 Silver Star Boulevard,Ltch,Respiratory,COVID-19,Unknown,2022-07-05,2022-07-21,2022,2022-07,Resolved,16.0
655,Craiglee Nursing Home - 3 East,102 Craiglee Dr,Ltch,Respiratory,COVID-19,Unknown,2022-07-05,2022-08-13,2022,2022-07,Resolved,39.0
656,Scarborough Health Network - Birchmount - G4A - Medicine,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-07-05,2022-07-18,2022,2022-07,Resolved,13.0
657,St. George Care Community - 1st Fl,225 St. George St,Ltch,Respiratory,COVID-19,Unknown,2022-07-05,2022-08-02,2022,2022-07,Resolved,28.0
658,Villa Colombo - 4 Fusco South,40 Playfair Ave,Ltch,Respiratory,Rhinovirus,Unknown,2022-07-05,2022-07-16,2022,2022-07,Resolved,11.0
659,William Osler Health System - Etobicoke - 9 West,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-07-05,2022-07-14,2022,2022-07,Resolved,9.0
660,Centre for Addiction and Mental Health - Queen Street Site - GAU-A,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2022-07-04,2022-07-29,2022,2022-07,Resolved,25.0
661,"Chartwell Trilogy Long Term Care Residence - 2nd, 3rd, 4th, 5th & 6th Fl",340 McCowan Rd,Ltch,Respiratory,COVID-19,Unknown,2022-07-04,2022-09-06,2022,2022-07,Resolved,64.0
662,Cheltenham Care Community - 2nd Fl South,5935 Bathurst St,Ltch,Respiratory,Metapneumovirus,Unknown,2022-07-04,2022-07-15,2022,2022-07,Resolved,11.0
663,"Harold and Grace Baker Centre - 3rd, 4th, 5th & 6th Fl",1 Northwestern Avenue,Retirement Home,Respiratory,COVID-19,Unknown,2022-07-04,2022-08-09,2022,2022-07,Resolved,36.0
664,Harold and Grace Baker Centre LTCH - A & C Wing,1 Northwestern Ave,Ltch,Respiratory,COVID-19,Unknown,2022-07-04,2022-08-09,2022,2022-07,Resolved,36.0
665,"Kingsway - 2nd Fl, 3rd Fl & 4th Fl",4251 Dundas Street W,Retirement Home,Respiratory,COVID-19,Unknown,2022-07-04,2022-07-31,2022,2022-07,Resolved,27.0
666,Nisbet Lodge - 6th Fl,740 Pape Ave,Ltch,Respiratory,COVID-19,Unknown,2022-07-04,2022-07-25,2022,2022-07,Resolved,21.0
667,Seven Oaks - SCU,9 Neilson Rd,Ltch,Respiratory,Metapneumovirus,Unknown,2022-07-04,2022-07-20,2022,2022-07,Resolved,16.0
668,The Dunfield Retirement Residence - 4th Fl,77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,Unknown,2022-07-04,2022-07-18,2022,2022-07,Resolved,14.0
669,Yee Hong Centre - Scarborough Finch - 2F & 5N,60 Scottfield Dr,Ltch,Respiratory,COVID-19,Unknown,2022-07-04,2022-08-03,2022,2022-07,Resolved,30.0
670,Cummer Lodge - 3 North & 4 North,205 Cummer Ave,Ltch,Respiratory,COVID-19,Unknown,2022-07-03,2022-08-16,2022,2022-07,Resolved,44.0
671,Hellenic Home - 2B,2411 Lawrence Ave E,Ltch,Respiratory,COVID-19,Unknown,2022-07-03,2022-07-20,2022,2022-07,Resolved,17.0
672,True Davidson Acres - 5th Fl,200 Dawes Rd,Ltch,Respiratory,COVID-19,Unknown,2022-07-02,2022-08-09,2022,2022-07,Resolved,38.0
673,"Bendale Acres - 1W + CSU, 3rd, 5th & 6th Fl",2920 Lawrence Ave E,Ltch,Respiratory,COVID-19,Unknown,2022-07-01,2022-08-30,2022,2022-07,Resolved,60.0
674,Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic - I6E,43 Wellesley Street East,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-07-01,2022-07-11,2022,2022-07,Resolved,10.0
675,Trillium Health Partners - McCall Continuing Care - Chronic / Rehab - 4th Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-07-01,2022-08-04,2022,2022-07,Resolved,34.0
676,Lakeshore Lodge - 3 South,3197 Lake Shore Blvd W,Ltch,Respiratory,Rhinovirus,Unknown,2022-06-30,2022-07-05,2022,2022-06,Resolved,5.0
677,The Heritage Nursing Home,1195 Queen St E,Ltch,Respiratory,COVID-19,Unknown,2022-06-30,2022-09-15,2022,2022-06,Resolved,77.0
678,Unity Health Toronto - St. Joseph's - 2LM,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-30,2022-07-10,2022,2022-06,Resolved,10.0
679,Centre for Addiction and Mental Health - Queen Street Site - FORCAT,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2022-06-29,2022-07-05,2022,2022-06,Resolved,6.0
680,Chartwell Gibson Long Term Care Residence - 3rd & 4th Fl,1925 Steeles Ave E,Ltch,Respiratory,COVID-19,Unknown,2022-06-29,2022-08-08,2022,2022-06,Resolved,40.0
681,Fountain View Care Community,1800 O'Connor Dr,Ltch,Respiratory,COVID-19,Unknown,2022-06-29,2022-07-22,2022,2022-06,Resolved,23.0
682,"Seven Oaks - Office, 2nd, 3rd & 5th Fl",9 Neilson Rd,Ltch,Respiratory,COVID-19,Unknown,2022-06-29,2022-09-14,2022,2022-06,Resolved,77.0
683,University Health Network - Toronto Western - 8B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-29,2022-07-12,2022,2022-06,Resolved,13.0
684,Weston Gardens Retirement Residence,303 Queens Dr,Retirement Home,Respiratory,Enterovirus/Rhinovirus,Unknown,2022-06-29,2022-07-11,2022,2022-06,Resolved,12.0
685,Yee Hong Centre - Scarborough Finch - GF (The Foundation),60 Scottfield Dr,Ltch,Respiratory,COVID-19,Unknown,2022-06-29,2022-07-06,2022,2022-06,Resolved,7.0
686,Hillcrest Reactivation Centre - 2nd Fl,47 Austin Terr,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-06-28,2022-07-15,2022,2022-06,Resolved,17.0
687,Mon Sheong Scarborough Long Term Care Centre - 4th Fl South,2030 McNicoll Ave,Ltch,Respiratory,COVID-19,Unknown,2022-06-28,2022-07-25,2022,2022-06,Resolved,27.0
688,Amica Bayview Gardens,19 Rean Dr,Retirement Home,Respiratory,COVID-19,Unknown,2022-06-27,2022-08-06,2022,2022-06,Resolved,40.0
689,Hellenic Care for Seniors - 1st Fl,215 Tyrrel Avenue,Ltch,Respiratory,COVID-19,Unknown,2022-06-27,2022-07-18,2022,2022-06,Resolved,21.0
690,Valleyview Residence - 4-West & 4-East,541 Finch Ave W,Ltch,Respiratory,COVID-19,Unknown,2022-06-27,2022-08-10,2022,2022-06,Resolved,44.0
691,Bendale Acres,2920 Lawrence Ave E,Ltch,Respiratory,Enterovirus/Rhinovirus,Unknown,2022-06-26,2022-07-18,2022,2022-06,Resolved,22.0
692,Belmont House - 5WW,55 Belmont St,Ltch,Respiratory,COVID-19,Unknown,2022-06-25,2022-07-22,2022,2022-06,Resolved,27.0
693,Hazelton Place Retirement Residence - 2nd Fl,111 Avenue Rd,Retirement Home,Respiratory,COVID-19,Unknown,2022-06-25,2022-07-11,2022,2022-06,Resolved,16.0
694,Sts. Peter and Paul Residence - 5th Fl,221 Milner Ave,Ltch,Respiratory,COVID-19,Unknown,2022-06-24,2022-07-22,2022,2022-06,Resolved,28.0
695,Sunnybrook Health Sciences Centre - Bayview Campus - F2,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-24,2022-07-16,2022,2022-06,Resolved,22.0
696,University Health Network - Toronto General - 6 MA,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-24,2022-07-05,2022,2022-06,Resolved,11.0
697,St. Bernard's Residence - 2nd & 3rd Fl,685 Finch Avenue,Retirement Home,Respiratory,COVID-19,Unknown,2022-06-23,2022-07-15,2022,2022-06,Resolved,22.0
698,Trillium Health Partners - Church Site - 6B,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-06-23,2022-07-04,2022,2022-06,Resolved,11.0
699,Lakeshore Lodge - 4 South,3197 Lakeshore Blvd,Ltch,Respiratory,COVID-19,Unknown,2022-06-20,2022-07-11,2022,2022-06,Resolved,21.0
700,Centre For Addiction and Mental Health - Queen Street Site - 5 CCC (Crisis & Critical Care),1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2022-06-19,2022-06-28,2022,2022-06,Resolved,9.0
701,Craiglee Nursing Home - 1 East,102 Craiglee Dr,Ltch,Respiratory,COVID-19,Unknown,2022-06-18,2022-07-03,2022,2022-06,Resolved,15.0
702,Deerwood Creek Care Community - Unit 3B,70 Humberline Dr,Ltch,Respiratory,COVID-19,Unknown,2022-06-18,2022-07-29,2022,2022-06,Resolved,41.0
703,Villa Colombo Home For The Aged - 4 Fusco West,40 Playfair Ave,Ltch,Enteric,Unable to identify,Unknown,2022-06-18,2022-06-29,2022,2022-06,Resolved,11.0
704,Amica On the Avenue - 4th Fl,1066 Avenue Rd,Retirement Home,Respiratory,COVID-19,Unknown,2022-06-17,2022-06-28,2022,2022-06,Resolved,11.0
705,"Villa Colombo Homes for the Aged - 3 Fusco North, 2 Fusco, 4 Fusco, 5 Fusco & 4 Fidani",40 Playfair Ave,Ltch,Respiratory,COVID-19,Unknown,2022-06-17,2022-08-22,2022,2022-06,Resolved,66.0
706,Scarborough Health Network-Scarborough General - CP4 - Medicine,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-16,2022-06-29,2022,2022-06,Resolved,13.0
707,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2022-06-16,2022-06-26,2022,2022-06,Resolved,10.0
708,"Midland Gardens Care Community - Kitchen, 3rd, 5th & 6th Fl",130 Midland Ave,Ltch,Respiratory,COVID-19,Unknown,2022-06-15,2022-09-03,2022,2022-06,Resolved,80.0
709,North York General Hospital - General Site - 3N-ALC,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-15,2022-07-05,2022,2022-06,Resolved,20.0
710,Chartwell Trilogy Long Term Care Residence - 3rd Fl,340 McCowan Rd,Ltch,Respiratory,COVID-19,Unknown,2022-06-14,2022-07-01,2022,2022-06,Resolved,17.0
711,Norfinch Care Community - Unit 2A & 2B,22 Norfinch Dr,Ltch,Respiratory,COVID-19,Unknown,2022-06-14,2022-07-09,2022,2022-06,Resolved,25.0
712,Cedarvale Terrace Long Term Care Home - 5th Fl,429 Walmer Road,Ltch,Respiratory,Influenza A (H3N2),Unknown,2022-06-13,2022-07-12,2022,2022-06,Resolved,29.0
713,The Hospital for Sick Children - Unit 8B,555 University Ave E,Hospital-Acute Care,Respiratory,Rhinovirus,Unknown,2022-06-13,2022-06-24,2022,2022-06,Resolved,11.0
714,Wesburn Manor - 2N & 2S,400 The West Mall,Ltch,Respiratory,Rhinovirus,Unknown,2022-06-13,2022-06-22,2022,2022-06,Resolved,9.0
715,Wesburn Manor - 3N & 3S,400 The West Mall,Ltch,Respiratory,COVID-19,Unknown,2022-06-13,2022-06-21,2022,2022-06,Resolved,8.0
716,Eatonville Care Centre - Unit 3,420 The East Mall,Ltch,Respiratory,COVID-19,Unknown,2022-06-11,2022-08-08,2022,2022-06,Resolved,58.0
717,Castleview Wychwood Towers,351 Christie St,Ltch,Respiratory,COVID-19,Unknown,2022-06-10,2022-08-15,2022,2022-06,Resolved,66.0
718,Isabel and Arthur Meighen Manor - Davis Unit,155 Millwood Rd,Ltch,Respiratory,COVID-19,Unknown,2022-06-09,2022-06-22,2022,2022-06,Resolved,13.0
719,Scarborough Health Network - Birchmount - G3A,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-09,2022-06-21,2022,2022-06,Resolved,12.0
720,Deerwood Creek Care Community - Unit 3A (Memory Care),70 Humberline Dr W,Ltch,Respiratory,Coronavirus*,Unknown,2022-06-08,2022-06-17,2022,2022-06,Resolved,9.0
721,"Hawthorne Place Care Centre - RBU Unit, 3rd Fl & Kitchen",2045 Finch Ave W,Ltch,Respiratory,COVID-19,Unknown,2022-06-08,2022-08-04,2022,2022-06,Resolved,57.0
722,Valleyview Residence - 4 East,541 Finch Ave W,Ltch,Respiratory,Enterovirus/Rhinovirus,Unknown,2022-06-07,2022-06-16,2022,2022-06,Resolved,9.0
723,Extendicare Rouge Valley - Meadowvale,551 Conlins Rd,Ltch,Respiratory,COVID-19,Unknown,2022-06-06,2022-07-11,2022,2022-06,Resolved,35.0
724,Rekai Centre - Wellesley Central Place - 4 West,160 Wellesley St E,Ltch,Respiratory,Unable to identify,Unknown,2022-06-06,2022-06-15,2022,2022-06,Resolved,9.0
725,Scarborough Health Network - Scarborough General - T7 (Medicine),3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-06-06,2022-06-17,2022,2022-06,Resolved,11.0
726,Unity Health Toronto - Providence Healthcare - B4,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-06-06,2022-06-21,2022,2022-06,Resolved,15.0
727,Villa Colombo Homes for the Aged - 2 Fusco,40 Playfair Ave,Ltch,Respiratory,Coronavirus*,Unknown,2022-06-04,2022-06-14,2022,2022-06,Resolved,10.0
728,Ivan Franko Home - 2 West,767 Royal York Rd,Ltch,Respiratory,COVID-19,Unknown,2022-06-02,2022-06-15,2022,2022-06,Resolved,13.0
729,RCC - Southlake Regional Health Centre - Church Site - 3B,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-06-02,2022-06-26,2022,2022-06,Resolved,24.0
730,Annex Retirement Residence - 5th Fl,123 Spadina Rd,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2022-06-01,2022-06-07,2022,2022-06,Resolved,6.0
731,Fudger House - 1E,439 Sherbourne St,Ltch,Respiratory,Coronavirus*,Unknown,2022-06-01,2022-06-09,2022,2022-06,Resolved,8.0
732,Mon Sheong Home for the Aged - 4th Fl,36 D'arcy St,Ltch,Respiratory,COVID-19,Unknown,2022-06-01,2022-06-19,2022,2022-06,Resolved,18.0
733,Centre For Addiction and Mental Health - Queen Street Site - Unit CCC6,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,Unknown,2022-05-31,2022-06-10,2022,2022-05,Resolved,10.0
734,Delmanor Wynford - 6th,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-31,2022-06-13,2022,2022-05,Resolved,13.0
735,Kipling Acres - 2N & 3N,2233 Kipling Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-31,2022-07-15,2022,2022-05,Resolved,45.0
736,Shepherd Terrace Retirement Residence - 3rd Fl,3758 Sheppard Avenue E,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-30,2022-06-23,2022,2022-05,Resolved,24.0
737,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSE,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-30,2022-06-25,2022,2022-05,Resolved,26.0
738,Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic - I6E - CCC,43 Wellesley Street East,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-05-28,2022-06-07,2022,2022-05,Resolved,10.0
739,University Health Network - Toronto Western - 3B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-28,2022-06-07,2022,2022-05,Resolved,10.0
740,Cheltenham Care Community - 3rd Fl,5935 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2022-05-27,2022-06-08,2022,2022-05,Resolved,12.0
741,Meighen Retirement Residence,84 Davisville Ave,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-27,2022-06-17,2022,2022-05,Resolved,21.0
742,Providence Healthcare - HOP 4 W,3276 St. Clair Avenue East,Ltch,Respiratory,COVID-19,Unknown,2022-05-27,2022-06-06,2022,2022-05,Resolved,10.0
743,"The Kensington Gardens - 1W, 4W & 4E",25 Brunswick Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-27,2022-08-07,2022,2022-05,Resolved,72.0
744,Weston Terrace Care Community - 4B,2005 Lawrence Ave W,Ltch,Respiratory,COVID-19,Unknown,2022-05-27,2022-06-21,2022,2022-05,Resolved,25.0
745,Chartwell Gibson Long Term Care Residence - 3rd Fl,1925 Steeles Ave E,Ltch,Respiratory,COVID-19,Unknown,2022-05-26,2022-06-13,2022,2022-05,Resolved,18.0
746,Hawthorne Place Care Centre - RBU,2045 Finch Ave W,Ltch,Respiratory,COVID-19,Unknown,2022-05-26,2022-06-06,2022,2022-05,Resolved,11.0
747,Westside - 4th Fl,1145 Albion Rd,Ltch,Respiratory,COVID-19,Unknown,2022-05-26,2022-07-13,2022,2022-05,Resolved,48.0
748,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSW,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-25,2022-06-12,2022,2022-05,Resolved,18.0
749,"Amica Bayview Gardens - 2nd, 4th, 6th & 7th Fl",19 Rean Dr,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-24,2022-06-20,2022,2022-05,Resolved,27.0
750,Chester Village - 1W,3555 Danforth Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-24,2022-06-02,2022,2022-05,Resolved,9.0
751,Providence Healthcare - HOP 3 West,3276 St. Clair Avenue East,Ltch,Respiratory,COVID-19,Unknown,2022-05-24,2022-06-02,2022,2022-05,Resolved,9.0
752,Belmont House - 3rd Fl,55 Belmont Street,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-23,2022-06-06,2022,2022-05,Resolved,14.0
753,Unity Health Toronto - St. Joseph's - 2M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-23,2022-06-03,2022,2022-05,Resolved,11.0
754,Lakeshore Lodge - 4th Fl North,3197 Lakeshore Blvd,Ltch,Respiratory,COVID-19,Unknown,2022-05-22,2022-06-02,2022,2022-05,Resolved,11.0
755,Scarborough Health Network - Birchmount - G3D Medicine,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-22,2022-06-06,2022,2022-05,Resolved,15.0
756,Sunnybrook Health Sciences Centre - Bayview Campus - C4,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-22,2022-06-07,2022,2022-05,Resolved,16.0
757,William Osler Health System - 9 CCC West,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-22,2022-05-31,2022,2022-05,Resolved,9.0
758,Dom Lipa - West 1,52 Neilson Drive,Ltch,Respiratory,COVID-19,Unknown,2022-05-21,2022-05-31,2022,2022-05,Resolved,10.0
759,Kensington Place Retirement Residence - 6th Fl,866 Sheppard Avenue,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-21,2022-06-06,2022,2022-05,Resolved,16.0
760,Providence Healthcare - HOP 2 East,3276 St. Clair Avenue East,Ltch,Respiratory,COVID-19,Unknown,2022-05-20,2022-06-02,2022,2022-05,Resolved,13.0
761,Wellesley Central Place - 4 East,160 Wellesley St E,Ltch,Respiratory,COVID-19,Unknown,2022-05-20,2022-06-10,2022,2022-05,Resolved,21.0
762,"Fudger House - 1W, 1E, 2W, 2E, 3W & 3E",439 Sherbourne St,Ltch,Respiratory,COVID-19,Unknown,2022-05-19,2022-08-24,2022,2022-05,Resolved,97.0
763,True Davidson Acres - 1st Fl,200 Dawes Rd,Ltch,Respiratory,COVID-19,Unknown,2022-05-19,2022-06-02,2022,2022-05,Resolved,14.0
764,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-18,2022-05-28,2022,2022-05,Resolved,10.0
765,Unity Health Toronto - St. Joseph's - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-18,2022-05-27,2022,2022-05,Resolved,9.0
766,University Health Network - Bickle Centre - N5 TCU,130 Dunn Avenue,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-05-17,2022-05-27,2022,2022-05,Resolved,10.0
767,University Health Network - Bickle Centre - S4,130 Dunn Avenue,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-05-17,2022-06-02,2022,2022-05,Resolved,16.0
768,Chartwell Guildwood Retirement Residence - Memory Living Side,65 Livingston Rd,Retirement Home,Respiratory,COVID-19,Unknown,2022-05-16,2022-05-27,2022,2022-05,Resolved,11.0
769,Michael Garron Hospital - H7,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-16,2022-05-21,2022,2022-05,Resolved,5.0
770,Ukrainian Canadian Care Centre - 3rd Fl,60 Richview Rd,Ltch,Respiratory,Coronavirus*,Unknown,2022-05-16,2022-06-03,2022,2022-05,Resolved,18.0
771,Norfinch Care Community - Unit 1A,22 Norfinch Dr,Ltch,Respiratory,COVID-19,Unknown,2022-05-15,2022-06-04,2022,2022-05,Resolved,20.0
772,Ukrainian Canadian Care Centre - 2nd & 3rd Fl,60 Richview Road,Ltch,Respiratory,COVID-19,Unknown,2022-05-15,2022-06-13,2022,2022-05,Resolved,29.0
773,William Osler Health System - 7E (Cardiology),101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2022-05-15,2022-05-22,2022,2022-05,Resolved,7.0
774,Bendale Acres - Unit 1W,2920 Lawrence Ave E,Ltch,Respiratory,Coronavirus*,Unknown,2022-05-13,2022-05-25,2022,2022-05,Resolved,12.0
775,Humber Valley Terrace - 1st Fl,95 Humber College Blvd,Ltch,Respiratory,COVID-19,Unknown,2022-05-13,2022-05-31,2022,2022-05,Resolved,18.0
776,Kensington Gardens - 4W (South Building),25 Brunswick Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-13,2022-05-30,2022,2022-05,Resolved,17.0
777,Runnymede Healthcare Centre - 2 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2022-05-13,2022-05-24,2022,2022-05,Resolved,11.0
778,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE,2075 Bayview Ave,Ltch,Respiratory,COVID-19,Unknown,2022-05-13,2022-05-30,2022,2022-05,Resolved,17.0
779,Yee Hong Finch - 5th Fl South,60 Scottfield Dr,Ltch,Respiratory,Coronavirus*,Unknown,2022-05-13,2022-05-24,2022,2022-05,Resolved,11.0
780,Hellenic Home - 2A & 3A,2411 Lawrence Ave E,Ltch,Respiratory,COVID-19,Unknown,2022-05-12,2022-06-02,2022,2022-05,Resolved,21.0
